,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position
3146,Johns Hopkins University Doctoral MARYLAND,"$72,000",2.1%,29,"$100,100",96.6,1606
787,Johnson State College Baccalaureate VERMONT,"$79,000",,19,"$115,100",97.1,1591
1736,Johnson State College Baccalaureate VERMONT,"$57,800",,13,"$89,100",90.9,1596
2685,Johnson State College Baccalaureate VERMONT,"$48,000",,7,"$120,700",108.2,1601
3634,Johnson State College Baccalaureate VERMONT,$0,,0,-,,1606
662,Juniata College Baccalaureate PENNSYLVANIA,"$89,100",0.3%,51,"$124,800",99.9,1591
1610,Juniata College Baccalaureate PENNSYLVANIA,"$68,000",1.6%,24,"$96,700",95.7,1596
2559,Juniata College Baccalaureate PENNSYLVANIA,"$62,800",1.0%,23,"$91,600",95.6,1601
3508,Juniata College Baccalaureate PENNSYLVANIA,"$55,200",0.0%,6,"$71,900",110.5,1606
359,Kalamazoo College Baccalaureate MICHIGAN,"$91,300",1.0%,35,"$119,800",89.0,1591
1306,Kalamazoo College Baccalaureate MICHIGAN,"$75,400",1.6%,27,"$92,800",91.3,1596
2255,Kalamazoo College Baccalaureate MICHIGAN,"$58,800",1.0%,26,"$76,100",97.2,1601
3204,Kalamazoo College Baccalaureate MICHIGAN,"$57,000",1.8%,14,"$76,400",99.6,1606
249,Kansas State University Doctoral KANSAS,"$113,900",3.4%,268,"$150,000",89.5,1591
1196,Kansas State University Doctoral KANSAS,"$86,100",4.1%,294,"$112,000",92.4,1596
2145,Kansas State University Doctoral KANSAS,"$76,800",4.8%,282,"$101,500",90.1,1601
3094,Kansas State University Doctoral KANSAS,"$51,400",4.5%,211,"$71,800",86.6,1606
440,Kean University Master NEW JERSEY,"$125,700",3.3%,65,-,100.1,1591
1387,Kean University Master NEW JERSEY,"$100,600",4.4%,70,-,98.9,1596
2336,Kean University Master NEW JERSEY,"$84,000",4.4%,97,-,99.4,1601
3285,Kean University Master NEW JERSEY,$0,,0,-,,1606
428,Keene State College Master NEW HAMPSHIRE,"$100,300",0.0%,72,"$128,900",97.9,1591
1375,Keene State College Master NEW HAMPSHIRE,"$81,700",1.4%,73,"$107,700",98.5,1596
2324,Keene State College Master NEW HAMPSHIRE,"$68,200",3.8%,33,"$86,200",99.5,1601
3273,Keene State College Master NEW HAMPSHIRE,$0,6.2%,2,-,89.0,1606
929,Kennesaw State University Doctoral GEORGIA,"$91,600",2.5%,276,"$125,400",92.3,1591
1878,Kennesaw State University Doctoral GEORGIA,"$73,500",3.3%,305,"$100,800",95.1,1596
2827,Kennesaw State University Doctoral GEORGIA,"$65,000",3.1%,300,"$88,200",95.7,1601
3776,Kennesaw State University Doctoral GEORGIA,"$46,400",9.3%,49,"$59,600",96.9,1606
576,Kent State University at Ashtabula Associate with Ranks OHIO,$0,2.0%,2,-,,1591
1523,Kent State University at Ashtabula Associate with Ranks OHIO,"$76,300",2.0%,13,"$103,800",101.6,1596
2472,Kent State University at Ashtabula Associate with Ranks OHIO,$0,5.0%,2,-,,1601
3421,Kent State University at Ashtabula Associate with Ranks OHIO,$0,,0,-,,1606
577,Kent State University at East Liverpool Associate with Ranks OHIO,$0,,0,-,,1591
1524,Kent State University at East Liverpool Associate with Ranks OHIO,"$75,800",2.0%,6,"$105,300",87.6,1596
2473,Kent State University at East Liverpool Associate with Ranks OHIO,$0,2.0%,1,-,,1601
3422,Kent State University at East Liverpool Associate with Ranks OHIO,$0,,0,-,,1606
578,Kent State University at Geauga Associate with Ranks OHIO,$0,2.0%,2,-,,1591
1525,Kent State University at Geauga Associate with Ranks OHIO,"$85,000",2.0%,5,"$114,600",97.6,1596
2474,Kent State University at Geauga Associate with Ranks OHIO,$0,2.0%,2,-,,1601
3423,Kent State University at Geauga Associate with Ranks OHIO,$0,,0,-,,1606
579,Kent State University at Kent Doctoral OHIO,"$118,400",2.5%,205,"$157,900",88.1,1591
1526,Kent State University at Kent Doctoral OHIO,"$90,700",3.1%,275,"$123,200",99.1,1596
2475,Kent State University at Kent Doctoral OHIO,"$75,400",3.4%,181,"$103,700",92.3,1601
3424,Kent State University at Kent Doctoral OHIO,$0,2.0%,0,-,,1606
580,Kent State University at Salem Associate with Ranks OHIO,"$102,600",2.0%,4,"$133,100",,1591
1527,Kent State University at Salem Associate with Ranks OHIO,"$78,500",2.0%,5,"$105,100",93.1,1596
2476,Kent State University at Salem Associate with Ranks OHIO,"$63,400",2.0%,6,"$87,500",83.3,1601
3425,Kent State University at Salem Associate with Ranks OHIO,$0,,0,-,,1606
581,Kent State University at Stark Associate with Ranks OHIO,"$106,200",3.2%,8,"$139,700",123.0,1591
1528,Kent State University at Stark Associate with Ranks OHIO,"$78,100",2.0%,37,"$106,600",103.4,1596
2477,Kent State University at Stark Associate with Ranks OHIO,"$61,000",3.9%,27,"$86,400",98.4,1601
3426,Kent State University at Stark Associate with Ranks OHIO,$0,,0,-,,1606
582,Kent State University at Trumbull Associate with Ranks OHIO,"$104,400",2.0%,4,"$135,100",91.8,1591
1529,Kent State University at Trumbull Associate with Ranks OHIO,"$83,100",2.7%,18,"$111,500",96.0,1596
2478,Kent State University at Trumbull Associate with Ranks OHIO,"$67,300",2.0%,6,"$95,000",105.2,1601
3427,Kent State University at Trumbull Associate with Ranks OHIO,$0,,0,-,,1606
583,Kent State University at Tuscarawas Associate with Ranks OHIO,"$99,500",2.0%,4,"$129,400",82.5,1591
1530,Kent State University at Tuscarawas Associate with Ranks OHIO,"$76,400",3.7%,13,"$103,400",104.5,1596
2479,Kent State University at Tuscarawas Associate with Ranks OHIO,"$61,800",2.0%,7,"$85,900",112.1,1601
3428,Kent State University at Tuscarawas Associate with Ranks OHIO,$0,,0,-,,1606
262,Kentucky Christian University Baccalaureate KENTUCKY,"$48,900",,4,"$60,900",95.5,1591
1209,Kentucky Christian University Baccalaureate KENTUCKY,"$44,600",0.0%,4,"$49,700",,1596
2158,Kentucky Christian University Baccalaureate KENTUCKY,"$37,800",,19,"$52,100",83.6,1601
3107,Kentucky Christian University Baccalaureate KENTUCKY,$0,0.0%,1,-,,1606
263,Kentucky Wesleyan College Baccalaureate KENTUCKY,"$52,800",0.0%,5,"$66,500",110.9,1591
1210,Kentucky Wesleyan College Baccalaureate KENTUCKY,"$52,300",1.0%,11,"$78,100",110.6,1596
2159,Kentucky Wesleyan College Baccalaureate KENTUCKY,"$44,400",2.5%,25,"$56,200",90.2,1601
3108,Kentucky Wesleyan College Baccalaureate KENTUCKY,$0,,0,-,,1606
584,Kenyon College Baccalaureate OHIO,"$102,400",2.6%,71,"$140,900",99.0,1591
1531,Kenyon College Baccalaureate OHIO,"$83,500",2.8%,53,"$114,500",98.4,1596
2480,Kenyon College Baccalaureate OHIO,"$68,600",4.8%,42,"$92,400",97.7,1601
3429,Kenyon College Baccalaureate OHIO,$0,,1,-,,1606
360,Kettering University Baccalaureate MICHIGAN,"$88,700",7.6%,37,-,102.2,1591
1307,Kettering University Baccalaureate MICHIGAN,"$75,900",1.4%,28,-,98.4,1596
2256,Kettering University Baccalaureate MICHIGAN,"$75,200",6.0%,30,-,93.6,1601
3205,Kettering University Baccalaureate MICHIGAN,$0,,1,-,,1606
470,Keuka College Master NEW YORK,"$79,200",0.0%,20,"$99,700",101.5,1591
1417,Keuka College Master NEW YORK,"$66,000",0.0%,27,"$82,500",96.7,1596
2366,Keuka College Master NEW YORK,"$63,500",0.6%,35,"$79,800",95.4,1601
3315,Keuka College Master NEW YORK,$0,0.0%,3,-,92.5,1606
941,Keystone College Baccalaureate PENNSYLVANIA,"$69,300",,26,-,102.2,1591
1890,Keystone College Baccalaureate PENNSYLVANIA,"$59,300",,8,-,101.3,1596
2839,Keystone College Baccalaureate PENNSYLVANIA,"$52,700",,18,-,100.9,1601
3788,Keystone College Baccalaureate PENNSYLVANIA,"$47,300",,5,-,96.1,1606
735,King University Master TENNESSEE,"$62,000",0.6%,9,"$74,500",97.4,1591
1684,King University Master TENNESSEE,"$67,200",1.2%,29,"$78,500",100.2,1596
2633,King University Master TENNESSEE,"$54,500",1.7%,47,"$65,900",104.1,1601
3582,King University Master TENNESSEE,"$48,900",1.2%,12,"$59,900",116.9,1606
663,King's College Baccalaureate PENNSYLVANIA,"$90,900",0.8%,42,"$117,800",95.1,1591
1611,King's College Baccalaureate PENNSYLVANIA,"$70,900",3.1%,54,"$94,500",102.7,1596
2560,King's College Baccalaureate PENNSYLVANIA,"$62,800",,36,"$81,500",94.1,1601
3509,King's College Baccalaureate PENNSYLVANIA,"$48,200",,5,"$63,600",113.6,1606
237,Kirkwood Community College Associate with Ranks IOWA,"$74,700",3.5%,100,"$117,600",101.0,1591
1184,Kirkwood Community College Associate with Ranks IOWA,"$64,900",3.7%,46,"$106,700",103.1,1596
2133,Kirkwood Community College Associate with Ranks IOWA,"$60,400",3.9%,58,"$96,200",101.3,1601
3082,Kirkwood Community College Associate with Ranks IOWA,"$55,300",4.1%,58,"$84,900",98.5,1606
171,Knox College Baccalaureate ILLINOIS,"$82,000",0.1%,37,"$102,000",99.7,1591
1118,Knox College Baccalaureate ILLINOIS,"$63,100",0.1%,45,"$75,000",101.0,1596
2067,Knox College Baccalaureate ILLINOIS,"$52,200",0.0%,33,"$65,600",98.8,1601
3016,Knox College Baccalaureate ILLINOIS,"$49,700",0.0%,4,"$59,200",95.5,1606
664,Kutztown University of Pennsylvania Master PENNSYLVANIA,"$107,300",2.0%,109,"$131,300",97.7,1591
1612,Kutztown University of Pennsylvania Master PENNSYLVANIA,"$88,400",3.2%,136,"$108,300",99.4,1596
2561,Kutztown University of Pennsylvania Master PENNSYLVANIA,"$63,600",3.4%,114,"$77,900",101.4,1601
3510,Kutztown University of Pennsylvania Master PENNSYLVANIA,"$48,800",3.5%,28,"$59,300",99.8,1606
665,La Roche College Master PENNSYLVANIA,"$77,200",2.4%,23,"$93,400",99.9,1591
1613,La Roche College Master PENNSYLVANIA,"$61,700",2.9%,18,"$77,300",100.9,1596
2562,La Roche College Master PENNSYLVANIA,"$52,300",5.9%,20,"$62,800",104.5,1601
3511,La Roche College Master PENNSYLVANIA,"$46,200",10.0%,4,"$54,100",106.6,1606
666,La Salle University Master PENNSYLVANIA,"$115,300",2.0%,46,"$137,200",95.5,1591
1614,La Salle University Master PENNSYLVANIA,"$84,600",2.2%,78,"$103,700",95.4,1596
2563,La Salle University Master PENNSYLVANIA,"$73,500",2.3%,75,"$90,400",101.4,1601
3512,La Salle University Master PENNSYLVANIA,"$61,100",2.0%,12,"$82,100",121.7,1606
935,LaGrange College Master GEORGIA,"$70,000",,28,-,102.5,1591
1884,LaGrange College Master GEORGIA,"$55,600",,20,-,100.2,1596
2833,LaGrange College Master GEORGIA,"$54,100",,26,-,101.6,1601
3782,LaGrange College Master GEORGIA,$0,,0,-,,1606
667,Lafayette College Baccalaureate PENNSYLVANIA,"$144,600",3.4%,72,"$184,800",92.1,1591
1615,Lafayette College Baccalaureate PENNSYLVANIA,"$103,900",3.4%,76,"$136,300",93.7,1596
2564,Lafayette College Baccalaureate PENNSYLVANIA,"$85,100",4.2%,66,"$108,100",96.2,1601
3513,Lafayette College Baccalaureate PENNSYLVANIA,"$73,200",3.8%,23,"$93,100",101.4,1606
172,Lake Forest College Baccalaureate ILLINOIS,"$99,300",2.1%,26,"$128,300",97.8,1591
1119,Lake Forest College Baccalaureate ILLINOIS,"$78,800",2.4%,31,"$104,200",102.6,1596
2068,Lake Forest College Baccalaureate ILLINOIS,"$64,200",3.6%,32,"$83,300",96.4,1601
3017,Lake Forest College Baccalaureate ILLINOIS,"$53,400",2.0%,4,"$66,300",99.0,1606
560,Lake Region State College Associate with Ranks NORTH DAKOTA,$0,0.0%,2,-,111.4,1591
1507,Lake Region State College Associate with Ranks NORTH DAKOTA,"$62,100",0.0%,8,"$90,000",93.4,1596
2456,Lake Region State College Associate with Ranks NORTH DAKOTA,"$62,400",11.1%,9,"$112,900",71.1,1601
3405,Lake Region State College Associate with Ranks NORTH DAKOTA,"$55,700",2.3%,19,"$98,400",91.2,1606
840,Lakeland University Baccalaureate WISCONSIN,"$75,800",2.0%,10,"$93,700",94.6,1591
1789,Lakeland University Baccalaureate WISCONSIN,"$63,000",2.7%,11,"$80,800",94.2,1596
2738,Lakeland University Baccalaureate WISCONSIN,"$53,400",2.8%,14,"$68,600",101.2,1601
3687,Lakeland University Baccalaureate WISCONSIN,"$54,400",8.1%,4,"$80,200",96.1,1606
752,Lamar State College-Orange Associate with Ranks TEXAS,$0,0.0%,2,-,97.2,1591
1701,Lamar State College-Orange Associate with Ranks TEXAS,$0,0.0%,1,-,,1596
2650,Lamar State College-Orange Associate with Ranks TEXAS,"$58,700",0.0%,7,"$74,100",119.6,1601
3599,Lamar State College-Orange Associate with Ranks TEXAS,"$45,800",0.2%,32,"$58,500",103.7,1606
753,Lamar University Master TEXAS,"$99,500",0.4%,90,"$126,500",100.1,1591
1702,Lamar University Master TEXAS,"$79,000",0.1%,106,"$103,800",92.6,1596
2651,Lamar University Master TEXAS,"$69,800",0.9%,135,"$90,400",91.9,1601
3600,Lamar University Master TEXAS,"$49,500",0.6%,113,"$70,200",95.9,1606
329,Lasell College Baccalaureate MASSACHUSETTS,"$94,200",0.9%,9,-,96.6,1591
1276,Lasell College Baccalaureate MASSACHUSETTS,"$80,500",2.7%,39,-,101.8,1596
2225,Lasell College Baccalaureate MASSACHUSETTS,"$65,600",2.7%,36,-,98.5,1601
3174,Lasell College Baccalaureate MASSACHUSETTS,$0,8.4%,3,-,98.6,1606
841,Lawrence University Baccalaureate WISCONSIN,"$90,400",0.2%,33,"$125,800",100.6,1591
1790,Lawrence University Baccalaureate WISCONSIN,"$74,700",1.9%,76,"$100,400",96.9,1596
2739,Lawrence University Baccalaureate WISCONSIN,"$61,900",1.2%,34,"$85,400",93.3,1601
3688,Lawrence University Baccalaureate WISCONSIN,"$51,700",2.7%,29,"$70,000",94.0,1606
471,Le Moyne College Master NEW YORK,"$104,500",1.1%,49,"$131,400",99.6,1591
1418,Le Moyne College Master NEW YORK,"$76,600",1.7%,59,"$99,900",99.2,1596
2367,Le Moyne College Master NEW YORK,"$70,200",2.8%,26,"$93,800",95.5,1601
3316,Le Moyne College Master NEW YORK,"$69,200",2.6%,25,"$95,500",129.9,1606
668,Lebanon Valley College Baccalaureate PENNSYLVANIA,"$82,200",0.0%,33,"$108,800",102.2,1591
1616,Lebanon Valley College Baccalaureate PENNSYLVANIA,"$71,000",0.0%,48,"$97,200",99.9,1596
2565,Lebanon Valley College Baccalaureate PENNSYLVANIA,"$61,600",0.0%,35,"$83,400",97.3,1601
3514,Lebanon Valley College Baccalaureate PENNSYLVANIA,$0,,1,-,,1606
542,Lees-McRae College Baccalaureate NORTH CAROLINA,"$53,100",0.0%,10,-,82.1,1591
1489,Lees-McRae College Baccalaureate NORTH CAROLINA,"$42,400",15.3%,6,-,83.3,1596
2438,Lees-McRae College Baccalaureate NORTH CAROLINA,"$42,000",9.7%,18,-,112.0,1601
3387,Lees-McRae College Baccalaureate NORTH CAROLINA,"$40,900",15.8%,16,-,104.3,1606
669,Lehigh University Doctoral PENNSYLVANIA,"$159,300",2.5%,188,"$205,100",83.3,1591
1617,Lehigh University Doctoral PENNSYLVANIA,"$107,000",3.4%,161,"$140,000",100.9,1596
2566,Lehigh University Doctoral PENNSYLVANIA,"$101,100",3.8%,111,"$127,800",87.2,1601
3515,Lehigh University Doctoral PENNSYLVANIA,$0,,0,-,,1606
330,Lesley University Master MASSACHUSETTS,"$97,300",9.4%,36,-,96.5,1591
1277,Lesley University Master MASSACHUSETTS,"$78,900",8.3%,54,-,95.5,1596
2226,Lesley University Master MASSACHUSETTS,"$66,200",11.1%,45,-,100.3,1601
3175,Lesley University Master MASSACHUSETTS,"$56,900",8.8%,10,-,115.6,1606
926,Lewis & Clark College Master OREGON,"$123,600",4.2%,62,"$148,800",91.0,1591
1875,Lewis & Clark College Master OREGON,"$83,500",3.7%,80,"$102,700",93.3,1596
2824,Lewis & Clark College Master OREGON,"$68,400",1.3%,41,"$82,700",103.0,1601
3773,Lewis & Clark College Master OREGON,"$54,000",1.7%,33,"$66,400",98.2,1606
173,Lewis University Master ILLINOIS,"$103,600",1.6%,61,"$140,000",96.4,1591
1120,Lewis University Master ILLINOIS,"$86,300",3.1%,58,"$117,900",97.3,1596
2069,Lewis University Master ILLINOIS,"$71,500",5.3%,98,"$97,300",100.5,1601
3018,Lewis University Master ILLINOIS,"$60,800",2.4%,12,"$82,600",101.9,1606
160,Lewis-Clark State College Baccalaureate IDAHO,"$66,100",4.0%,43,"$93,500",102.3,1591
1107,Lewis-Clark State College Baccalaureate IDAHO,"$57,300",3.9%,39,"$82,900",103.0,1596
2056,Lewis-Clark State College Baccalaureate IDAHO,"$48,500",4.2%,64,"$72,900",104.1,1601
3005,Lewis-Clark State College Baccalaureate IDAHO,"$46,000",1.5%,26,"$69,600",99.4,1606
174,Lincoln Christian University Baccalaureate ILLINOIS,"$52,900",0.0%,18,"$68,100",97.9,1591
1121,Lincoln Christian University Baccalaureate ILLINOIS,"$52,000",1.0%,6,"$65,400",102.9,1596
2070,Lincoln Christian University Baccalaureate ILLINOIS,"$49,300",1.5%,4,"$62,600",98.3,1601
3019,Lincoln Christian University Baccalaureate ILLINOIS,$0,,0,-,,1606
395,Lincoln University Master MISSOURI,"$65,100",0.0%,27,"$85,800",96.7,1591
942,Lincoln University Master MISSOURI,"$99,400",0.9%,27,"$107,900",97.2,1591
1342,Lincoln University Master MISSOURI,"$55,300",-0.8%,27,"$73,000",96.8,1596
1891,Lincoln University Master MISSOURI,"$76,100",3.7%,29,"$82,800",93.3,1596
2291,Lincoln University Master MISSOURI,"$46,300",0.2%,36,"$58,500",98.9,1601
2840,Lincoln University Master MISSOURI,"$66,000",4.4%,25,"$72,000",100.7,1601
3240,Lincoln University Master MISSOURI,"$35,700",-0.2%,15,"$47,100",93.4,1606
3789,Lincoln University Master MISSOURI,"$60,000",,8,"$65,400",73.7,1606
396,Lindenwood University Master MISSOURI,"$94,000",1.6%,62,"$123,600",93.6,1591
1343,Lindenwood University Master MISSOURI,"$79,400",3.3%,96,"$110,600",95.2,1596
2292,Lindenwood University Master MISSOURI,"$67,100",1.9%,110,"$91,900",96.1,1601
3241,Lindenwood University Master MISSOURI,"$58,100",3.7%,22,"$77,500",92.5,1606
628,Linfield College-McMinnville Campus Baccalaureate OREGON,"$89,300",2.6%,49,"$133,600",99.2,1591
1576,Linfield College-McMinnville Campus Baccalaureate OREGON,"$68,700",4.4%,45,"$102,600",99.8,1596
2525,Linfield College-McMinnville Campus Baccalaureate OREGON,"$61,300",1.4%,31,"$92,300",96.1,1601
3474,Linfield College-McMinnville Campus Baccalaureate OREGON,"$60,900",1.5%,23,"$95,800",102.3,1606
670,Lock Haven University Baccalaureate PENNSYLVANIA,"$109,300",2.0%,84,"$137,400",98.9,1591
1618,Lock Haven University Baccalaureate PENNSYLVANIA,"$90,000",3.2%,56,"$115,300",97.3,1596
2567,Lock Haven University Baccalaureate PENNSYLVANIA,"$73,300",4.2%,53,"$94,400",103.4,1601
3516,Lock Haven University Baccalaureate PENNSYLVANIA,"$55,800",2.0%,8,"$68,900",103.9,1606
472,Long Island University Doctoral NEW YORK,"$119,800",4.4%,175,"$161,900",89.0,1591
1419,Long Island University Doctoral NEW YORK,"$98,600",5.9%,220,"$137,300",101.1,1596
2368,Long Island University Doctoral NEW YORK,"$89,100",7.7%,149,"$120,300",97.8,1601
3317,Long Island University Doctoral NEW YORK,"$70,700",6.1%,5,"$89,600",81.4,1606
803,Longwood University Master VIRGINIA,"$85,100",1.8%,53,"$121,500",95.6,1591
1752,Longwood University Master VIRGINIA,"$71,600",5.8%,68,"$102,600",99.5,1596
2701,Longwood University Master VIRGINIA,"$66,100",,91,"$93,200",102.6,1601
3650,Longwood University Master VIRGINIA,"$64,300",6.0%,9,"$95,200",77.4,1606
585,Lorain County Community College Associate with Ranks OHIO,"$85,800",2.8%,50,-,94.2,1591
1532,Lorain County Community College Associate with Ranks OHIO,"$71,400",4.5%,24,-,92.9,1596
2481,Lorain County Community College Associate with Ranks OHIO,"$65,600",5.4%,31,-,94.3,1601
3430,Lorain County Community College Associate with Ranks OHIO,"$57,300",4.5%,11,-,85.1,1606
238,Loras College Baccalaureate IOWA,"$66,100",2.5%,25,"$81,500",102.9,1591
1185,Loras College Baccalaureate IOWA,"$55,500",2.9%,43,"$71,300",88.8,1596
2134,Loras College Baccalaureate IOWA,"$51,300",6.6%,22,"$63,500",102.0,1601
3083,Loras College Baccalaureate IOWA,"$45,500",0.0%,5,"$55,600",70.0,1606
274,Louisiana State University and Agricultural & Mechanical College Doctoral LOUISIANA,"$123,500",4.7%,439,"$174,800",87.1,1591
1221,Louisiana State University and Agricultural & Mechanical College Doctoral LOUISIANA,"$86,200",5.1%,290,"$123,100",97.0,1596
2170,Louisiana State University and Agricultural & Mechanical College Doctoral LOUISIANA,"$81,100",4.6%,316,"$117,300",94.3,1601
3119,Louisiana State University and Agricultural & Mechanical College Doctoral LOUISIANA,"$49,500",3.1%,254,"$73,000",92.6,1606
275,Louisiana State University-Eunice Associate with Ranks LOUISIANA,"$58,300",4.0%,13,"$85,900",96.9,1591
1222,Louisiana State University-Eunice Associate with Ranks LOUISIANA,"$57,000",3.0%,10,"$87,700",99.0,1596
2171,Louisiana State University-Eunice Associate with Ranks LOUISIANA,"$46,400",,6,"$69,300",123.3,1601
3120,Louisiana State University-Eunice Associate with Ranks LOUISIANA,"$45,300",6.9%,40,"$66,300",114.9,1606
276,Louisiana Tech University Doctoral LOUISIANA,"$88,600",-0.4%,59,"$140,300",81.4,1591
1223,Louisiana Tech University Doctoral LOUISIANA,"$71,400",0.8%,106,"$108,400",91.1,1596
2172,Louisiana Tech University Doctoral LOUISIANA,"$69,200",0.6%,115,"$104,000",80.1,1601
3121,Louisiana Tech University Doctoral LOUISIANA,"$42,400",0.3%,62,"$64,600",88.3,1606
864,Loyola University Chicago Doctoral ILLINOIS,"$149,200",2.3%,192,"$201,800",92.2,1591
1813,Loyola University Chicago Doctoral ILLINOIS,"$101,800",2.7%,188,"$131,700",97.7,1596
2762,Loyola University Chicago Doctoral ILLINOIS,"$87,100",2.8%,119,"$111,700",93.9,1601
